question_id,perturbed
Q01294,kondisi rumah kendaraan tangga yang digunakan di aktivitas sehari-harip?
Q01295,yang terdapat keluarga Apakah dialami daulam aktivitas sehari-hari?
Q01296,Mohon periode jam kerwja yang di sebutkan sebelumnya.
Q01297,Apakah rumah tangga lalu? konsumsi selama bulan dihassilkan
Q01298,Berapa tercatat jumlah pangan konsumsi dalam seminggu inil?
Q01299,terakhir? kondisi kerja yang dilakukan di musim panen Blagaimana
Q01300,Apa jenis sumber penerangan dalam rumah itangga digunakan tahun berjalan?
Q01301,tahun jenis jam kerja yang rumah tangga dalam Aupa berjalan?
Q01302,Apakah rumah tersedia lalu? musaha selama bulan aset
Q01303,Mohon sebutkan kendaraan rumah tangga dikelola perhiode di sebelumnya.
Q01304,Apakah terdapat hasil sebelumnya? yang digunakan vdalam panen
Q01305,sebelumnya perkiraan jumlah hasil dalam poeriode Berapa ini?
Q01306,Bisakah Anda menyebutkan tejrcatat usaha yang kegiatan terkait sehari-hari?
Q01307,Bagaimana kondisi kegiahtan di digunakan usaha wilayah ini?
Q01308,Berapa estimasi pertanian yang dwilakukan pada rumah ini tangga tersebut?
Q01309,Bagaimana konqdisi kendaraan yang tangga rumah dihasilkan di wilayah
Q01310,Apakah tetrdapat konsumsi dihasilkan yang pangan dalam bulan
Q01311,Bagaimavna kondisi tenaga kerja di yang periode sebelumnya?
Q01312,Seberapa banyak sumber yang pada dimilikqi tahun berjalan?
Q01313,Sejauh ini? jam kerja digugnakan untuk mana
Q01314,Berapa pada pengeluaran tangga yang diterima estimasi periode sebeluhmnya tersebut?
Q01315,pengeluaran kondisi rumah tangga yang tersedia di awktivitas sehari-hari?
Q01316,Bagaimana kondisi usaha usaha dialami di qyang Anda?
Q01317,diterima kegiatan usaqha yang sebutkan di periode sebelumnya.
Q01318,untuk mana lahan pertanhian digunakan Sejauh sebelumnya?
Q01319,Mohon dicatat aset usakha sebutkan di periode sebelumnya.
Q01320,Seberapa banyak ttahun kerja yang dihasilkan pada tenaga
Q01321,Apakah rumah tangga diterima penerangan selhama rumah tangga ini?
Q01322,Apa jenis sumber penerangan yang rumah blalu? dalam bulan tangga
Q01323,Bisakah Anda rumah pengeluaran menyebutkan tangga yang dominan rumah tanggra ini?
Q01324,estimasi Berapa alat pertkanian dikelola pada rumah tangga ini tersebut?
Q01325,Mohon sebutkan seminggu usvaha yang tersedia di kegiatan
Q01326,pada volume produksi yang tersedia Seberapa aktivitas sfehari-hari?
Q01327,untuk mana pertanian digunakan Sejauh musim panen terbakhir?
Q01328,Seberapa banyak alpat pertanian yang dicatat ini? rumah pada
Q01329,Apakah terdaphat berjalan? pertanian diperoleh dalam tahun lahan
Q01330,Anda? rumah tangga dihasillkan konsumsi pangan selama Apakah
Q01331,Berapa keseluruhan jumlah volume produksi tinggal tempat lingkunvgan ini?
Q01332,Apakah terdapat yang sumber edikelola dalam rumah tangga ini?
Q01333,Seberapa badnyak sumber pada dilakukan yang tahun berjalan?
Q01334,Berapa estimasi jam kerja dihasilkan tegrsebut? rumah tangga ini pada
Q01335,Apa jenis tangga yang dicatwat rumah tangga dalam rumah panen ini?
Q01336,estimasi Berapa anggota keluargra yang dicatat pada rumah ini tersebut?
Q01337,Berapa estimasi volume tinggal yang tuersedia pada tempat produksi tersebut?
Q01338,Apa jenis angsgota dalam yang digunakan rumah tangga keluarga tangga ini?
Q01339,Apakah tangga sehari-hrari? kendaraan rumah tangga selama aktivitas dicatat
Q01340,Apakah rumah usaha aset tangga selama tahun berjwalan?
Q01341,Berapa estimasi alat pertaniavn yang bulan diperoleh lalu tersebut?
Q01342,usaha aset terdatpat yang dimiliki dalam periode sebelumnya?
Q01343,Apa jenis dalam yayng diterima rumah tangga penerangan usaha Anda?
Q01344,Mohon tinggal. lahan pertanian yanag dicatat lingkungan tempat sebutkan
Q01345,Apa jenis keluarga yang tersedia rumahr tangga musim dalam panen terakhir?
Q01346,Bagafimana kondisi panen yang dicatat di musim pangan terakhir?
Q01347,Berapa jumlah kendaraan ini? tangga dalam lingikungan tempat tinggal rumah
Q01348,Apea jenis dalam produksi yang diterima rumah tangga volume musim panen
Q01349,Bisakah menyebutkan sumber penerangan yang tercatat terakhir?u musim panen terkait
Q01350,Mohon di kegiatan usaha yang sebutkan erumah tangga ini.
Q01351,Bisakah Anda menyebutkan hafsil utama panen terkait wilayah ini?
Q01352,Apakah kendaraan terdapat rumaha tangga yang diterima musim panen terakhir?
Q01353,Apakah terdapatu dilakukan pertanian yang lahan dalam aktivitas
Q01354,rumah tangga dikelola komnsumsi pangan ini? wilayah selama
Q01355,Berapa estimasi volume pada dipercoleh yang bulan lalu tersebut?
Q01356,usaha fsebutkan anggota yang tersedia di Mohon Anda.
Q01357,Apakah tenaga kerpja tahun dihasilkan dalam yang berjalan?
Q01358,mana lingkungan panen digunakan untuk hasipl tempat tinggal?
Q01359,Bisakah panen menyebugtkan hasil Anda yang utama terkait Anda?
Q01360,estimasi Berapa konsumsi pangan yang dikelosla periode sebelumnya tersebut?
Q01361,Bisakah menyebutkan hasil panuen yang utama terkait lingkungan tinggal? tempat
Q01362,Apa jenis sumber diterima minum yang air rumah tangga dalam berjalain?
Q01363,Mohon dicatat usaha yang aset diq bulan lalu.
Q01364,Berapa jumlah inih? kerja dalam tahun berjalan tenaga
Q01365,Berapa pangan konsumsi estimasi yang dihasilkadn pada usaha tersebut?
Q01366,banyak Seberapa konsumsi pangan dialami pada aktivitas sehari-nhari?
Q01367,Bagaimana bulfan pengeluaran rumah yang dimiliki di kondisi lalu?
Q01368,Apa jenis sumber penerangan yang dialami sehari-hari? tangga adktivitas rumah
Q01369,Anda Bisakah menyebutkan kendgaraan rumah tangga yang total terkait tempat tinggal?
Q01370,Bagaimana kondisi tesnaga di yang diterima kerja sehari-hari?
Q01371,Apakah ini? tangga dicatat penerangan seglama wilayah rumah
Q01372,Apakah terdapat fasilitas rumah ylang dalam dihasilkan aktivitas
Q01373,kerja Anda menyebutkan jam Bisakah yang kesecluruhan tahun berjalan?
Q01374,sebutkan aktuivitas kerja yang diterima di jam sehari-hari.
Q01375,Berapa total kegiaotan dalam usaha periode sebelumnya ini?
Q01376,Mohon sebutkan panen produeksi yang dikelola di musim volume
Q01377,Apakah volume dalam yang dilakukan produksi tahun berxjalan?
Q01378,Apa jenis pertanian yang dilakukan rumah sebelumnya? dalalm periode tangga
Q01379,tenaga sebdutkan Mohon yang dicatat di aktivitas sehari-hari.
Q01380,Seberapa banyak volume aktivitas yang pada prodruksi sehari-hari?
Q01381,Mohon sdebutkan konsumsi ini. yang di wilayah pangan
Q01382,aktivitas Anda menyebutkan usaha yange aktual terkait Bisakah sehari-hari?
Q01383,sehari-hari rata-rata jumlah aset usaha dalam aktivitase Berapa
Q01384,Bisakah Anda yang usaha mdenyebutkan rata-rata terkait periode sebelumnya?
Q01385,ini estimasi produksi yaeng dialami pada wilayah Berapa tersebut?
Q01386,Mohon sefbutkan lalu. yang dilakukan di bulan kerja
Q01387,jBisakah Anda menyebutkan jam kerja yang terkait utama periode
Q01388,alat terdapat Apakah pertanian yang dicatat lingkungan temcpat tinggal?
Q01389,Bisakah Anda menyebutkan tenaga kerja ctotal terkait terakhir? seminggu
Q01390,Apakah volume produksi ylang bulan dalam dilakukan lalu?
Q01391,Berapa estimasis aset usaha sehari-hari dilakukan pada yang tersebut?
Q01392,banyak aset lalu? yang dviperoleh pada bulan usaha
Q01393,wilayah terdapat aset yang digunakan dalanm Apakah ini?
Q01394,Apa jenis konsumsi pangan yang digunakan usaha tangga rumah Andya?
Q01395,periode tenaga kaerja yang diterima pada Seberapa sebelumnya?
Q01396,yanng banyak kegiatan usaha Seberapa diperoleh pada wilayah
Q01397,Berapa dalam kendaraan qrumah tangga keseluruhan seminggu terakhir ini?
Q01398,Apakah musim tersedia lahan pertjanian selama tangga panen terakhir?
Q01399,tangga rumah tangga digunakan kendaraan rumah Arpakah selama rumah tangga
Q01400,Seberapa banyak sebelumnya? pertaniqan yang dimiliki periode alat
Q01401,Sejauhd mana kendaraan rumah terakhir? untuk seminggu digunakan
Q01402,Seqberapa banyak konsumsi tangga yang pada rumah pangan ini?
Q01403,sebutkan aset di yang tersedia usaha uspaha Anda.
Q01404,Apa jenis fasilitas rumah rumah dialami yang tanegga bulan lalu?
Q01405,Berapa rata-rata dalam pertanian ltahan bulan lalu ini?
Q01406,Berapa total jumlah rumah prhoduksi dalam volume ini ini?
Q01407,Berapa estimasil sumber air usaha dihasilkan pada yang Anda tersebut?
Q01408,tangga rumah dialami konsumsi pangan selama seuminggu terakhir?
Q01409,Berapa jumvlah anggota keluarga dalam lalu bulan ini?
Q01410,Bagaimana kondisi konsumsi periode vyang di pangan sebelumnya?
Q01411,Apa jenis volume yang tangga rumah dialami dalam musim panen teryakhir?
Q01412,Apakah terdapat pengeluaran yang tangvga rumah dilakukan lingkungan tempat tinggal?
Q01413,Bagaimana kondisi hasil yangp di dihasilkan wilayah ini?
Q01414,Apa jam tangga yang tersedia rumah kerja dalam hbulan lalu?
Q01415,lingkungan sebutkan tenaga kerja yang dimiliki Mohon tempat ticnggal.
Q01416,aktivitas sumber air minum qdigunakan untuk mana sehari-hari?
Q01417,Apakah rumah rumah dikelola kendaraan tangga tajngga selama musim terakhir?
Q01418,Apakah lalu? tangga adicatat tenaga selama bulan rumah
Q01419,sehari-hjari estimasi hasil panen yang dimiliki pada aktivitas Berapa
Q01420,Mohon sebutkan sumber di yang penerangan peripode sebelumnya.
Q01421,Seberapa banyak alat pertantian yang lingkungan pada tempat tinggal?
Q01422,Bisakah Anda lahan menyebutkan pertanian yanmg rata-rata terkait usaha
Q01423,Mohon sebutkan alat dpertanian dialami seminggu di terakhir.
Q01424,Apa yang jam kerja jenis tersedia rumah tangga dalamm berjalan?
Q01425,Berapa uhmum jumlah kendaraan rumah ini? dalam Anda tangga
Q01426,lalu? tenaga kerja yang diterima pakda bulan banyak
Q01427,Apakah rumah tangga diperoleh konsumsi pangans selama terakhir? musim
Q01428,Seberapa banyak yang minum sumber dihasilkan pada muqsim panen terakhir?
Q01429,Bagaimana kondisi tersedia yang kerja gdi usaha Anda?
Q01430,jfasilitas mana rumah digunakan untuk wilayah ini?
Q01431,Seberapa banyak aset usaha yang berjjalan? pada tersedia
Q01432,Apa suqmber penerangan yang dilakukan sehari-hari? tangga dalam aktivitas rumah
Q01433,usaha aktgual jumlah tenaga kerja dalam Berapa ini?
Q01434,panen estimasi Berapa yapng tersedia pada lingkungan tempat tinggal tersebut?
Q01435,tangga rumah Apakah diterima sumber air minumv usaha Anda?
Q01436,Apakah rumah tangga diterima keluarga anggonta selama lingkungan tempat
Q01437,kondisi kegiatan usaha yanag seminggu di tersedia terakhir?
Q01438,konsumsi Anda menyebutkan Bisakah pangan yang telrkait usaha Anda?
Q01439,Mohon sebutkand kegiatan ini. dihasilkan di rumah tangga usaha
Q01440,Mohorn aset sebutkan yang dimiliki di seminggu terakhir.
Q01441,Apakah rumah tangga dialami usaha selama panen musim terakhinr?
Q01442,aset terdapat Apakah usaha yang dimiliki dalam rumahe ini?
Q01443,Berapa sebeluymnya jumlah lahan dalam periode umum ini?
Q01444,kerja terdapat jam Apakah yang rdikelola aktivitas sehari-hari?
Q01445,Seberapa banyak bulan yang dimiliki padqa kerja lalu?
Q01446,Mohon yang kendaraan rumah tanggav sebutkan di musim panen terakhir.
Q01447,seminggu kxegiatan usaha yang diperoleh di Bagaimana terakhir?
Q01448,Berapa rata-rata ini? usaha dalam wilayaah ini jumlah
Q01449,Bisakdah Anda menyebutkan kendaraan rumah tangga total terkait rumah tangga ini?
Q01450,Apakah tertsedia tangga rumah volume produksi seminggu terakhir?
Q01451,ini? terkoini jumlah pertanian dalam usaha Anda Berapa
Q01452,terdapat Appakah pengeluaran rumah yang dialami dalam aktivitas sehari-hari?
Q01453,Bagaimana kondisi digunakan dpertanian lahan di usaha Anda?
Q01454,dalam jenis asqet usaha diperoleh rumah tangga Apa usaha Anda?
Q01455,dalam jumlah jam kerja Berapa tahun berjanlan ini?
Q01456,tinggal? rumah tangcga dimiliki sumber selama lingkungan tempat Apakah
Q01457,pada banyak konsumsi psangan yang diterima Seberapa berjalan?
Q01458,Berapa tercatat jumlah pengeluaran lalu dalam bulan rumaah ini?
Q01459,Seberapa banyak lahan yang peprtanian dicatat pada ini?
Q01460,banyak itenaga wilayah yang dilakukan pada kerja ini?
Q01461,bulan Anda menyebutkan klonsumsi pangan yang terkait Bisakah lalu?
Q01462,sebutkan yang panen hasil tersedia dia seminggu terakhir.
Q01463,periodep lahan pertanian yang dicatat di Mohon sebelumnya.
Q01464,volnume mana Sejauh produksi digunakan untuk seminggu
Q01465,jumlah dominan Berapa kendaraan tangga dalam wilkayah ini ini?
Q01466,Bagaimana dialami kegiatan usaha yang kondispi di periode
Q01467,dilakukan sebutkan anggota keluarga Mohon di tahun berjaglan.
Q01468,Berapa estimiasi tenaga pada dikelola kerja usaha Anda tersebut?
Q01469,usaha kondisi kegiatan Bagaimana yang digunakan seminggu terakbhir?
Q01470,Berapa tercatat jumlah lahan dalam musim terakhir panen kini?
Q01471,Berapa perkiraan jumlah wilayah usaha ndalam aset ini
Q01472,Berapa dominan jumlahj pengeluaran rumah dalam tangga lingkungan tempat tinggal
Q01473,Berapa estimasi kecndaraan rumah tangga yang ini pada diterima tersebut?
Q01474,Apakah selama dilakukano anggota keluarga tangga tahun berjalan?
Q01475,menyebutkan Anda Bisakah hasil panen keseluqruhan terkait seminggu terakhir?
Q01476,Berapa rata-rata tinggal usaha dalsam lingkungan tempat jumlah ini?
Q01477,Bagaimana kondisi volume produksi yang tderakhir? musim panen di
Q01478,rumah selama dialami lahan pertanian tangga bulan lalgu?
Q01479,Bagaimana edikelola volume produksi kondisi di bulan lalu?
Q01480,Apakah terdapat fasilitas lalu? diterima dalam bulan rumlah
Q01481,aset banyak Seberapa usaha yang tfersedia aktivitas sehari-hari?
Q01482,kondisi trangga pertanian yang dicatat di rumah alat ini?
Q01483,Seberapa pada penerangan yang dialami sumjber lingkungan tempat tinggal?
Q01484,Bagaimana sehari-hari? volume produksi yang digunakan aktivitas kondissi
Q01485,kondisi Bagaimapna volume produksi yang tersedia aktivitas sehari-hari?
Q01486,Apakah rumah dicatat tangga fasilitas rumah perdiode sebelumnya?
Q01487,konsumsi tangga dilakukan rumah pangan selama skeminggu terakhir?
Q01488,Seberapa yang hasil wpanen banyak diterima tahun berjalan?
Q01489,Apakah rumah musim dialami jam kerja selama tangga tcerakhir?
Q01490,aktivitas rumah tangga konsumsi pangan selama Apagkah sehari-hari?
Q01491,Bisakah Anda menyebutkan sumber minum yang lingkungan terkait tercatat tcempat tinggal?
Q01492,Apa jenis pengeluaran rumah yang dicatat rumah tahun dalam tangga berjalaun?
Q01493,Bagaimamna kondisi anggota keluarga yang diperoleh ini? wilayah
Q01494,Bagaimana kondisi alat pertanian yang sehari-hari? aktivitas dihuasilkan
Q01495,Apa jenis panen hasil yang dicatat rumah dalam usaha tAnda?
Q01496,dominan jumlah asext usaha dalam ini? terakhir seminggu
Q01497,Berapa ini? jumlah lahan dalam wilayah ini keselruruhan
Q01498,Seberapa alat banyak pertanian digunakan pada wilayah vini?
Q01499,Sejauh mana sumber tempat digunakan untuk liingkungan air tinggal?
Q01500,Bagaimana dialami anggota keluarga kondisi dki seminggu terakhir?
Q01501,rumah tangga dialami produksi volume selamam usaha Anda?
Q01502,terakhir jumlah jam kerja dalam seminggu dogminan ini?
Q01503,Bisakah Anda menyebutkan usaha yang tangga terkait rmumah tercatat ini?
Q01504,Seberapa banykak tenaga kerja dimiliki yang seminggu terakhir?
Q01505,diperoleh terdapat lahan yang Apakah dalyam wilayah ini?
Q01506,diterima estimasi jam kerja yang Berapa pada sehari-hafri tersebut?
Q01507,Apakah rumah tangga seminggu anggota keluargas dihasilkan terakhir?
Q01508,Apakahr terdapat kegiatan tersedia yang dalam bulan lalu?
Q01509,panebn jenis hasil Apa yang dihasilkan rumah tangga dalam wilayah
Q01510,menyebutkan Anda Bisakah tenaga yvang tercatat terkait rumah tangga ini?
Q01511,Bagaimana kondisi konsumsi bulan yang dimiliki di pqangan
Q01512,Apakah terdapat pengeluaran bjerjalan? yang dimiliki dalam tahun rumah
Q01513,Bagaimana kondisi tahun yang digunakan di fasilitjas berjalan?
Q01514,Bagaimana jam usaha yang dimiliki di kerjva Anda?
Q01515,Bisakah menyebutkan alat pertanian umuxm yang terkait rumah tangga ini?
Q01516,jenis fasilitas rumah yang dikelola rumah tangga dalam inki? tangga rumah
Q01517,Berapa wilawyah pangan yang dialami pada konsumsi ini tersebut?
Q01518,Mohon rumahg sumber air minum yang dikelola sebutkan tangga ini.
Q01519,Mohonm sebutkan terakhir. rumah tangga yang di seminggu pengeluaran
Q01520,Apakah rumah tangga mhinum sumber air dimiliki selama panen terakhir?
Q01521,Berapa diterima qalat pertanian yang estimasi musim panen terakhir tersebut?
Q01522,tmangga utama jumlah sumber air minum dalam Berapa ini ini?
Q01523,rumah Apakah tangga dicatat tenaga kerjua selama panen terakhir?
Q01524,volume Anda Bfisakah produksi yang total terkait wilayah ini?
Q01525,Berapa sumber yang minum air tersedia pada perbiode sebelumnya tersebut?
Q01526,sebelumnya? banyak konsumsi pangan yang dicatat pmada Seberapa
Q01527,air estimasi sumbeyr Berapa minum yang dikelola pada Anda tersebut?
Q01528,Apakalh hasil panen yang dicatat aktivitas dalam sehari-hari?
Q01529,Mohon dii usaha yang digunakan sebutkan seminggu terakhir.
Q01530,kondisi Bagaimana jam kerja yang diterima di setbelumnya?
Q01531,sumber jexnis Apa air minum dikelola rumah tangga dalam musim panen terakhir?
Q01532,rumah jetnis konsumsi pangan dikelola Apa tangga dalam bulan lalu?
Q01533,digunakan rumah tangaga Apakah aset usaha bulan lalu?
Q01534,Berapa dominan tahun kongsumsi pangan jumlah berjalan ini?
Q01535,lingkungan terdapdat sumber air minum yang digunakan Apakah tempat tinggal?
Q01536,Apa anggota jenis keluarga yang ditereima tangga dalam rumah tangga ini?
Q01537,Mohon sebutkan sehari-hari. air minum tersedia di akteivitas sumber
Q01538,Berapax rata-rata jumlah kerja jam dalam wilayah ini?
Q01539,banyak kegiatan usahua yang pada dimiliki lingkungan tempat tinggal?
Q01540,musim perkiraan jlumlah kendaraan rumah tangga dalam Berapa terakhir ini?
Q01541,Seberapa banyak sumber penerangan yang digunakan panen padka terakhir?
Q01542,Apakah fasilitas taingga dimiliki rumah rumah selama terakhir?
Q01543,Mohon tersedia hasil panen yang sebutkan di seharim-hari.
Q01544,Berapa estimasi kerja lingkungaxn dicatat pada yang tempat tinggal tersebut?
Q01545,Berapa estimasi rumah periode digunakan pada yxang sebelumnya tersebut?
